NGRAM,NCOUNT,LEN,WCOUNT,MASKED,IMPORTANCE,REDUNDANT
<მოცულო,3,7,119,<მოcულო,357,False
მოწმება,3,7,119,მოcმება,357,False
რულყოფი,3,7,119,რულყოpი,357,False
<მეთაურ,3,7,119,<მეtაურ,357,False
<რეაქცი,3,7,119,<რეაkcი,357,False
ფიციალუ,3,7,119,pიcიალუ,357,False
ოფიციალ,3,7,119,ოpიcიალ,357,False
ატიური>,3,7,119,აtიური>,357,False
რეგენერ,3,7,119,რეგენერ,357,False
<გაცნობ,4,7,89,<გაcნობ,356,False
<ტრაბახ,4,7,89,<tრაბახ,356,False
<წარმოთ,4,7,89,<cარმოt,356,False
წარმოთქ,4,7,89,cარმოtk,356,False
ანამცეც,4,7,89,ანამcეc,356,False
<აგებულ,4,7,89,<აგებულ,356,False
წახნაგა,4,7,89,cახნაგა,356,False
ეკავებუ,4,7,89,ეkავებუ,356,False
რტყამს>,2,7,178,რtყამს>,356,False
განსხვა,3,7,118,განსხვა,354,False
საქმიან,3,7,118,საkმიან,354,False
<კაპიტა,3,7,118,<kაpიtა,354,False
<აცილებ,3,7,118,<აcილებ,354,False
<გულწრფ,3,7,118,<გულcრp,354,False
ნციური>,3,7,118,ნcიური>,354,False
აწარმოე,2,7,177,აcარმოე,354,False
ტყმული>,2,7,177,tყმული>,354,False
<ფაბრიკ,4,7,88,<pაბრიk,352,False
ნტრალიზ,4,7,88,ნtრალიზ,352,False
რგანული,4,7,88,რგანული,352,False
ახნაგა>,4,7,88,ახნაგა>,352,False
ამტერებ,4,7,88,ამtერებ,352,False
ანჯავს>,4,7,88,ანjავს>,352,False
<მსუბუქ,2,7,176,<მსუბუk,352,False
<ტანსაც,3,7,117,<tანსაc,351,False
<ნაყოფი,3,7,117,<ნაყოpი,351,False
ტოვება>,3,7,117,tოვება>,351,False
ცვლელი>,3,7,117,cვლელი>,351,False
<ტკაცუნ,4,7,87,<tkაcუნ,348,False
აკმარის,4,7,87,აkმარის,348,False
საკმარი,4,7,87,საkმარი,348,False
ფიზიკა>,4,7,87,pიზიkა>,348,False
ოსიპედი,4,7,87,ოსიpედი,348,False
ისტემატ,4,7,87,ისtემაt,348,False
აფეხური,3,7,116,აpეხური,348,False
ფარება>,3,7,116,pარება>,348,False
ატიზაცი,3,7,116,აtიზაcი,348,False
<კბილან,3,7,116,<kბილან,348,False
<აღიარე,3,7,116,<აგიარე,348,False
აპირის>,3,7,116,აpირის>,348,False
ოსფერო>,3,7,116,ოსpერო>,348,False
წარმოშო,3,7,116,cარმოშო,348,False
წლიანი>,3,7,116,cლიანი>,348,False
<წყალბა,3,7,116,<cყალბა,348,False
მდგრადი,3,7,116,მდგრადი,348,False
ონიზაცი,2,7,174,ონიზაcი,348,False
ტყუება>,2,7,174,tყუება>,348,False
ტულობა>,2,7,173,tულობა>,346,False
კატორი>,2,7,173,kაtორი>,346,False
წარმოდგ,2,7,173,cარმოდგ,346,False
პარალელ,2,7,173,pარალელ,346,False
მართლო>,3,7,115,მარtლო>,345,False
ცეცხლის,3,7,115,cეcხლის,345,False
ტრანსფო,3,7,115,tრანსpო,345,True
რანსფორ,3,7,115,რანსpორ,345,True
ანსფორმ,3,7,115,ანსpორმ,345,False
განაწილ,3,7,115,განაcილ,345,False
<ქორწინ,3,7,115,<kორcინ,345,False
<ნაპირი,3,7,115,<ნაpირი,345,False
რთებელი,3,7,115,რtებელი,345,False
<განზრა,3,7,115,<განზრა,345,False
ულყოფილ,3,7,114,ულყოpილ,342,False
სათბობი,3,7,114,საtბობი,342,False
დაქორწი,3,7,114,დაkორcი,342,False
<თავმოყ,3,7,114,<tავმოყ,342,False
აწყობილ,3,7,114,აcყობილ,342,False
დგრადი>,3,7,114,დგრადი>,342,False
ტევადობ,3,7,114,tევადობ,342,False
არმოდგე,2,7,171,არმოდგე,342,False
რტყმული,2,7,171,რtყმული,342,False
დუქცია>,4,7,85,დუkcია>,340,False
გენური>,2,7,170,გენური>,340,False
რმოდგენ,2,7,170,რმოდგენ,340,False
<მოთავს,2,7,170,<მოtავს,340,False
<წინადა,3,7,113,<cინადა,339,False
ადატვირ,3,7,113,ადაtვირ,339,False
<გამოსხ,3,7,113,<გამოსხ,339,False
საფარებ,3,7,113,საpარებ,339,False
არეგული,3,7,113,არეგული,339,False
ალთვალე,3,7,113,ალtვალე,339,False
<ტექსტი,3,7,113,<tეkსtი,339,False
მოკლებუ,3,7,113,მოkლებუ,339,False
ოკლებულ,3,7,113,ოkლებულ,339,False
ელეფონი,3,7,113,ელეpონი,339,False
თანამშრ,3,7,113,tანამშრ,339,False
სტაბილი,3,7,113,სtაბილი,339,False
<წარმოშ,3,7,113,<cარმოშ,339,False
ონომეტრ,3,7,113,ონომეtრ,339,False
<საფრთხ,3,7,113,<საpრtხ,339,False
აგისტრა,3,7,113,აგისtრა,339,False
რებითი>,3,7,113,რებიtი>,339,False
უთრებულ,3,7,113,უtრებულ,339,False
კუთრებუ,3,7,113,kუtრებუ,339,False
უსტება>,3,7,113,უსtება>,339,False
წმენდს>,2,7,169,cმენდს>,338,False
ცილებს>,4,7,84,cილებს>,336,False
იტარული,4,7,84,იtარული,336,False
კანონიე,4,7,84,kანონიე,336,False
<აღმოცე,4,7,84,<აგმოcე,336,False
აწყობს>,3,7,112,აcყობს>,336,False
წორობა>,3,7,112,cორობა>,336,False
<გამგზა,3,7,112,<გამგზა,336,False
ოტოგრაფ,3,7,112,ოtოგრაp,336,False
<მკაფიო,3,7,112,<მkაpიო,336,False
<მართვა,2,7,168,<მარtვა,336,False
ოგენური,2,7,167,ოგენური,334,False
გამოჩენ,2,7,167,გამოჩენ,334,False
ოთავსებ,2,7,167,ოtავსებ,334,False
მოთავსე,2,7,167,მოtავსე,334,False
მოგრაფი,3,7,111,მოგრაpი,333,False
<საქმია,3,7,111,<საkმია,333,False
წილება>,3,7,111,cილება>,333,True
<რეგისტ,3,7,111,<რეგისt,333,False
აზღვრებ,3,7,111,აზგვრებ,333,False
ანთება>,3,7,111,ანtება>,333,False
დამოუკი,3,7,111,დამოუkი,333,False
<დამოუკ,3,7,111,<დამოუk,333,False
<მეტოქე,4,7,83,<მეtოkე,332,False
<გულგრი,3,7,110,<გულგრი,330,False
ონტალურ,3,7,110,ონtალურ,330,False
<ხელსაწ,3,7,110,<ხელსაc,330,False
<იშვიათ,3,7,110,<იშვიაt,330,False
ივტივებ,3,7,110,ივtივებ,330,False
აღმდეგე,3,7,110,აგმდეგე,330,False
გებლობა,3,7,110,გებლობა,330,False
ადგომა>,3,7,110,ადგომა>,330,False
<საქონლ,3,7,110,<საkონლ,330,False
აპერწკლ,3,7,110,აpერckლ,330,False
<ნაწარმ,2,7,165,<ნაcარმ,330,False
ავიგაცი,4,7,82,ავიგაcი,328,False
ნავიგაც,4,7,82,ნავიგაc,328,False
თვალსაჩ,4,7,82,tვალსაჩ,328,False
<ფერდობ,4,7,82,<pერდობ,328,False
დაკავში,2,7,164,დაkავში,328,False
ოწმება>,3,7,109,ოcმება>,327,False
<გამომწ,3,7,109,<გამომc,327,False
<გაკიცხ,3,7,109,<გაkიcხ,327,False
აღდგენი,3,7,109,აგდგენი,327,False
ლყოფილი,3,7,109,ლყოpილი,327,False
<დანგრე,3,7,109,<დანგრე,327,False
მანაწილ,3,7,109,მანაcილ,327,False
ციმციმე,3,7,109,cიმcიმე,327,False
რატურა>,3,7,109,რაtურა>,327,False
რენციალ,3,7,109,რენcიალ,327,False
<უფლებე,3,7,109,<უpლებე,327,False
აკრები>,3,7,109,აkრები>,327,False
სინქრონ,2,7,163,სინkრონ,326,False
<ზარმაც,4,7,81,<ზარმაc,324,False
უმენტი>,4,7,81,უმენtი>,324,False
<დემოკრ,4,7,81,<დემოkრ,324,False
ტანდარტ,3,7,108,tანდარt,324,False
სტანდარ,3,7,108,სtანდარ,324,False
<განათე,3,7,108,<განაtე,324,False
გატეხილ,3,7,108,გაtეხილ,324,False
<დირექტ,3,7,108,<დირეkt,324,False
<სიტყვი,3,7,108,<სიtყვი,324,False
<ცილინდ,3,7,108,<cილინდ,324,False
ანწყობი,3,7,108,ანcყობი,324,False
<მკვიდრ,3,7,108,<მkვიდრ,324,False
ამართულ,3,7,108,ამარtულ,324,False
ასიმეტრ,3,7,108,ასიმეtრ,324,False
ამტარი>,2,7,162,ამtარი>,324,False
<მოწინა,3,7,107,<მოcინა,321,False
ასხლეტი,3,7,107,ასხლეtი,321,False
<სათბობ,3,7,107,<საtბობ,321,False
<დაღლილ,3,7,107,<დაგლილ,321,False
<ადგილმ,3,7,107,<ადგილმ,321,False
ნსფორმა,3,7,107,ნსpორმა,321,False
მოცემულ,3,7,107,მოcემულ,321,False
კურება>,3,7,107,kურება>,321,False
ნახვრეტ,3,7,107,ნახვრეt,321,False
შეთქმულ,3,7,107,შეtkმულ,321,False
წმუნებუ,3,7,107,cმუნებუ,321,False
იოლოგია,3,7,107,იოლოგია,321,False
თავშეკა,4,7,80,tავშეkა,320,False
<თავშეკ,4,7,80,<tავშეk,320,False
ვშეკავე,4,7,80,ვშეkავე,320,False
ავშეკავ,4,7,80,ავშეkავ,320,False
ატარებე,2,7,160,აtარებე,320,False
ითოლოგი,2,7,160,იtოლოგი,320,False
მტკიცე>,2,7,160,მtkიcე>,320,False
კამერა>,3,7,106,kამერა>,318,False
<ტალახი,3,7,106,<tალახი,318,False
<მოსწავ,3,7,106,<მოსcავ,318,False
ღვეული>,3,7,106,გვეული>,318,False
<შესაფე,3,7,106,<შესაpე,318,False
შესაფერ,3,7,106,შესაpერ,318,False
ათამაშე,3,7,106,აtამაშე,318,False
<კომპენ,3,7,106,<kომpენ,318,False
<კონსერ,3,7,106,<kონსერ,318,False
ლექტროლ,3,7,106,ლეktროლ,318,False
ვარგისი,2,7,159,ვარგისი,318,False
დუღება>,4,7,79,დუგება>,316,False
სპორტირ,4,7,79,სpორtირ,316,False
<კარიერ,3,7,105,<kარიერ,315,False
<გამარჯ,3,7,105,<გამარj,315,False
რთიერთო,3,7,105,რtიერtო,315,False
<შეუფერ,3,7,105,<შეუpერ,315,False
<უწესრი,3,7,105,<უcესრი,315,False
წესრიგო,3,7,105,cესრიგო,315,False
მდეგობა,3,7,105,მდეგობა,315,False
აწყენი>,3,7,105,აcყენი>,315,False
<ფოლადი,3,7,105,<pოლადი,315,False
<დაუფიქ,3,7,105,<დაუpიk,315,False
<ერთიან,3,7,105,<ერtიან,315,False
საქონლი,3,7,105,საkონლი,315,False
ნსტრუქტ,3,7,105,ნსtრუkt,315,False
ქტორები,2,7,157,ktორები,314,False
<დაკავშ,2,7,157,<დაkავშ,314,False
წმენდილ,2,7,157,cმენდილ,314,False
აღმოცენ,4,7,78,აგმოcენ,312,False
<მოკრძა,4,7,78,<მოkრძა,312,False
ოკრძალე,4,7,78,ოkრძალე,312,False
მოკრძალ,4,7,78,მოkრძალ,312,False
<არქიტე,3,7,104,<არkიtე,312,False
<სიცოცხ,3,7,104,<სიcოcხ,312,False
როსტატი,3,7,104,როსtაtი,312,False
<პოლიცი,3,7,104,<pოლიcი,312,False
მოტანა>,3,7,104,მოtანა>,312,False
<ტრაქტო,3,7,104,<tრაktო,312,False
ვისუფლა,3,7,104,ვისუpლა,312,False
<გასეირ,3,7,104,<გასეირ,312,False
გასეირნ,3,7,104,გასეირნ,312,False
დამოკიდ,2,7,156,დამოkიდ,312,False
კუნებს>,2,7,155,kუნებს>,310,False
გამაგრე,2,7,155,გამაგრე,310,False
ენტრული,3,7,103,ენtრული,309,False
ნტრული>,3,7,103,ნtრული>,309,False
გრეხილი,3,7,103,გრეხილი,309,False
<მაგიდა,3,7,103,<მაგიდა,309,False
<უკანონ,3,7,103,<უkანონ,309,False
ტაბილიზ,3,7,103,tაბილიზ,309,False
<ქალაქი,3,7,103,<kალაkი,309,False
რთულება,3,7,103,რtულება,309,False
წერები>,3,7,103,cერები>,309,False
<გაუმაძ,3,7,103,<გაუმაძ,309,False
ტრირებუ,3,7,103,tრირებუ,309,False
ხვაგვარ,4,7,77,ხვაგვარ,308,False
სხვაგვა,4,7,77,სხვაგვა,308,False
შემდუღე,4,7,77,შემდუგე,308,False
ემდუღებ,4,7,77,ემდუგებ,308,False
კეთილმო,4,7,77,kეtილმო,308,False
ეკოლოგი,4,7,77,ეkოლოგი,308,False
ოსავლეთ,2,7,154,ოსავლეt,308,False
გვერდის,2,7,154,გვერდის,308,False
ტარებს>,2,7,154,tარებს>,308,False
გადატვი,3,7,102,გადაtვი,306,False
<გადატვ,3,7,102,<გადაtვ,306,False
ამსგავს,3,7,102,ამსგავს,306,False
<აჯანყე,3,7,102,<აjანყე,306,False
რკინიგზ,3,7,102,რkინიგზ,306,False
ბერკეტი,3,7,102,ბერkეtი,306,False
ქვეყნებ,3,7,102,kვეყნებ,306,False
მოქმედო,3,7,102,მოkმედო,306,False
ცველები,3,7,102,cველები,306,False
რთგვარო,3,7,102,რtგვარო,306,False
კრძალავ,3,7,102,kრძალავ,306,False
<რეგენე,3,7,102,<რეგენე,306,False
სატანი>,2,7,153,საtანი>,306,False
რდაპირი,2,7,153,რდაpირი,306,False
უსამართ,4,7,76,უსამარt,304,False
ნობითი>,4,7,76,ნობიtი>,304,False
ჯერებელ,4,7,76,jერებელ,304,False
ამარტივ,4,7,76,ამარtივ,304,False
<ორგანი,2,7,152,<ორგანი,304,False
გრძივი>,2,7,152,გრძივი>,304,False
<გამრავ,3,7,101,<გამრავ,303,False
გადარჩე,3,7,101,გადარჩე,303,False
<დაქორწ,3,7,101,<დაkორc,303,False
აზღვრელ,3,7,101,აზგვრელ,303,False
ლატორის,3,7,101,ლაtორის,303,False
ტექნოლო,3,7,101,tეkნოლო,303,False
ექნოლოგ,3,7,101,ეkნოლოგ,303,False
თლიანი>,3,7,101,tლიანი>,303,False
<გამჭრი,3,7,101,<გამჭრი,303,False
მრავალფ,2,7,151,მრავალp,302,False
ქაღალდი,2,7,151,kაგალდი,302,False
წარმომა,2,7,151,cარმომა,302,False
თიერთობ,3,7,100,tიერtობ,300,False
<ცეცხლს,3,7,100,<cეcხლს,300,False
<კონდენ,3,7,100,<kონდენ,300,False
ანყოფილ,3,7,100,ანყოpილ,300,False
<თანამშ,3,7,100,<tანამშ,300,False
აქტორის,3,7,100,აktორის,300,False
<ფეხსაც,3,7,100,<pეხსაc,300,False
გაუმაძღ,3,7,100,გაუმაძგ,300,False
გორგოლა,3,7,100,გორგოლა,300,False
ორგოლაჭ,3,7,100,ორგოლაჭ,300,False
გასწორე,2,7,150,გასcორე,300,False
იცირება,2,7,149,იcირება,298,False
ქმნელი>,2,7,149,kმნელი>,298,False
პატიჟებ,2,7,149,pაtიjებ,298,False
<მართავ,2,7,149,<მარtავ,298,False
ნეიტრალ,2,7,149,ნეიtრალ,298,False
<ბეტონი,2,7,149,<ბეtონი,298,False
არქიტექ,3,7,99,არkიtეk,297,False
რქიტექტ,3,7,99,რkიtეkt,297,False
რიენტირ,3,7,99,რიენtირ,297,False
ორიენტი,3,7,99,ორიენtი,297,False
<გარყვნ,3,7,99,<გარყვნ,297,False
ნავთობი,3,7,99,ნავtობი,297,False
მოსაზღვ,3,7,99,მოსაზგვ,297,False
ოსაზღვრ,3,7,99,ოსაზგვრ,297,False
გამყარე,3,7,99,გამყარე,297,False
ანმრთელ,3,7,99,ანმრtელ,297,False
ნწყობილ,3,7,99,ნcყობილ,297,False
მეგობრე,3,7,99,მეგობრე,297,False
ეგობრებ,3,7,99,ეგობრებ,297,False
ჯახება>,3,7,99,jახება>,297,False
ღელვარე,3,7,99,გელვარე,297,False
ართულია,3,7,99,არtულია,297,False
საგები>,3,7,99,საგები>,297,True
ავარცხნ,3,7,99,ავარcხნ,297,False
ერაციულ,3,7,99,ერაcიულ,297,False
გვირაბი,3,7,99,გვირაბი,297,False
<ციცხვი,4,7,74,<cიcხვი,296,False
ემატური,4,7,74,ემაtური,296,False
საგდული,4,7,74,საგდული,296,False
მქმნელი,2,7,148,მkმნელი,296,False
<კონტრა,2,7,148,<kონtრა,296,False
არგისი>,2,7,148,არგისი>,296,False
დარწმუნ,2,7,148,დარcმუნ,296,False
<გასწორ,2,7,148,<გასcორ,296,False
ტომური>,2,7,148,tომური>,296,False
ოლაცია>,3,7,98,ოლაcია>,294,False
<ინტეგრ,3,7,98,<ინtეგრ,294,False
ვალენტუ,3,7,98,ვალენtუ,294,False
ალენტურ,3,7,98,ალენtურ,294,False
თაბაშირ,3,7,98,tაბაშირ,294,False
აპარატი,3,7,98,აpარაtი,294,False
ლთვალებ,3,7,98,ლtვალებ,294,False
ნყოფილე,3,7,98,ნყოpილე,294,False
ესაფერი,3,7,98,ესაpერი,294,False
ულებით>,3,7,98,ულებიt>,294,False
<გადამწ,3,7,98,<გადამc,294,False
ილაცია>,3,7,98,ილაcია>,294,False
კვიდრებ,3,7,98,kვიდრებ,294,False
<დათვალ,3,7,98,<დაtვალ,294,False
ასავლეთ,2,7,147,ასავლეt,294,False
ატომური,2,7,147,აtომური,294,False
პოლარიზ,2,7,147,pოლარიზ,294,False
გრაცია>,4,7,73,გრაcია>,292,False
დროებით,2,7,146,დროებიt,292,False
<სიმღერ,2,7,146,<სიმგერ,292,False
<ნახტომ,2,7,146,<ნახtომ,292,False
რისტალი,2,7,146,რისtალი,292,False
ატკეპნი,3,7,97,აtkეpნი,291,False
გამოვლე,3,7,97,გამოვლე,291,False
პატიოსნ,3,7,97,pაtიოსნ,291,False
უკანონო,3,7,97,უkანონო,291,False
<ვულგარ,3,7,97,<ვულგარ,291,False
ქნოლოგი,3,7,97,kნოლოგი,291,False
ტარავებ,3,7,97,tარავებ,291,False
ატარავე,3,7,97,აtარავე,291,False
ინამიკა,3,7,97,ინამიkა,291,False
ოცემული,3,7,97,ოcემული,291,False
<ვენტილ,3,7,97,<ვენtილ,291,False
<უვარგი,3,7,97,<უვარგი,291,False
თვლელი>,3,7,97,tვლელი>,291,False
ფეხსაცმ,3,7,97,pეხსაcმ,291,False
<ცენტრა,3,7,97,<cენtრა,291,False
ამოკვლე,3,7,97,ამოkვლე,291,False
გამოკვლ,3,7,97,გამოkვლ,291,False
<დარწმუ,2,7,145,<დარcმუ,290,False
მომადგე,2,7,145,მომადგე,290,False
აზღვრულ,2,7,145,აზგვრულ,290,False
ეომეტრი,2,7,145,ეომეtრი,290,False
წითელი>,2,7,145,cიtელი>,290,False
ამოთვლი,4,7,72,ამოtვლი,288,False
<მიდრეკ,3,7,96,<მიდრეk,288,False
მიდრეკი,3,7,96,მიდრეkი,288,False
იდრეკილ,3,7,96,იდრეkილ,288,False
ჯერება>,3,7,96,jერება>,288,False
რიკები>,3,7,96,რიkები>,288,False
ჯანმრთე,3,7,96,jანმრtე,288,False
<გრიგალ,3,7,96,<გრიგალ,288,False
<შეჯამე,3,7,96,<შეjამე,288,False
შეჯამებ,3,7,96,შეjამებ,288,False
პოტენცი,2,7,144,pოtენcი,288,False
<ვარგის,2,7,144,<ვარგის,288,False
ომაგნიტ,2,7,143,ომაგნიt,286,False
ატმოსფე,2,7,143,აtმოსpე,286,False
ტმოსფერ,2,7,143,tმოსpერ,286,False
<ცვალებ,2,7,143,<cვალებ,286,False
<გაუქმე,2,7,143,<გაუkმე,286,False
გაუქმებ,2,7,143,გაუkმებ,286,False
წინადად,3,7,95,cინადად,285,False
<გავლენ,3,7,95,<გავლენ,285,False
კვერცხი,3,7,95,kვერcხი,285,False
ზოლაციო,3,7,95,ზოლაcიო,285,False
<გამყარ,3,7,95,<გამყარ,285,False
<რეგული,3,7,95,<რეგული,285,False
აუფრთხი,3,7,95,აუpრtხი,285,False
წინება>,3,7,95,cინება>,285,False
ხეტიალე,3,7,95,ხეtიალე,285,False
თანმიმდ,3,7,95,tანმიმდ,285,False
უვარგის,3,7,95,უვარგის,285,False
<ბარბაც,3,7,95,<ბარბაc,285,False
<მავთულ,3,7,95,<მავtულ,285,False
<გამოუც,3,7,95,<გამოუc,285,False
აქტორი>,3,7,95,აktორი>,285,False
<ტელევი,3,7,95,<tელევი,285,False
ექტროლი,3,7,95,ეktროლი,285,False
განმხოლ,3,7,94,განმხოლ,282,False
ანხორცი,3,7,94,ანხორcი,282,False
აქუცმაც,3,7,94,აkუcმაc,282,False
განყოფი,3,7,94,განყოpი,282,False
რღვევს>,3,7,94,რგვევს>,282,False
<დაპატი,3,7,94,<დაpაtი,282,False
<პარლამ,3,7,94,<pარლამ,282,False
ბილიზაც,3,7,94,ბილიზაc,282,False
<სამაგრ,3,7,94,<სამაგრ,282,False
რაცხყოფ,3,7,94,რაcხყოp,282,False
ნგრევს>,3,7,94,ნგრევს>,282,False
საკეცი>,3,7,94,საkეcი>,282,False
საზღვრუ,2,7,141,საზგვრუ,282,False
გაზრდა>,2,7,141,გაზრდა>,282,False
აღდგენა,2,7,141,აგდგენა,282,False
ზნექილი,2,7,141,ზნეkილი,282,False
ომპლექტ,2,7,140,ომpლეkt,280,False
ამცემი>,2,7,140,ამcემი>,280,False
ნგარიში,2,7,140,ნგარიში,280,False
ნექილი>,2,7,140,ნეkილი>,280,False
გამრავლ,3,7,93,გამრავლ,279,False
<გადარჩ,3,7,93,<გადარჩ,279,False
ფეთქებე,3,7,93,pეtkებე,279,False
ტუალური,3,7,93,tუალური,279,False
ნხორციე,3,7,93,ნხორcიე,279,False
<კოროზი,3,7,93,<kოროზი,279,False
<უკმაყო,3,7,93,<უkმაყო,279,False
შთანთქმ,3,7,93,შtანtkმ,279,False
ატრონებ,3,7,93,აtრონებ,279,False
ქანდაკე,3,7,93,kანდაkე,279,False
ტენციალ,3,7,93,tენcიალ,279,False
<ელასტი,3,7,93,<ელასtი,279,False
<ლაქები,3,7,93,<ლაkები,279,False
აწვავი>,3,7,93,აcვავი>,279,False
გლომერა,3,7,93,გლომერა,279,False
სანგრევ,3,7,93,სანგრევ,279,False
<ავხორც,3,7,93,<ავხორc,279,False
პროცენტ,3,7,93,pროcენt,279,False
სტრუქტუ,2,7,139,სtრუktუ,278,False
ტრუქტურ,2,7,139,tრუktურ,278,False
ნტიანი>,2,7,139,ნtიანი>,278,False
მარჯვებ,2,7,139,მარjვებ,278,False
რმომადგ,2,7,139,რმომადგ,278,False
ომადგენ,2,7,139,ომადგენ,278,False
გაგზავნ,2,7,139,გაგზავნ,278,False
<გაგზავ,2,7,139,<გაგზავ,278,False
საქონელ,2,7,139,საkონელ,278,False
<პარალე,2,7,139,<pარალე,278,False
აქცეული,3,7,92,აkcეული,276,False
თოგრაფი,3,7,92,tოგრაpი,276,True
ქებელი>,3,7,92,kებელი>,276,False
უკრავს>,3,7,92,უkრავს>,276,False
<ზაფხულ,3,7,92,<ზაpხულ,276,False
პერიოდუ,3,7,92,pერიოდუ,276,False
ზეპირებ,3,7,92,ზეpირებ,276,False
<აღნიშნ,3,7,92,<აგნიშნ,276,False
რალიზაც,3,7,92,რალიზაc,276,False
<ფოტოგრ,3,7,92,<pოtოგრ,276,False
<მარყუჟ,3,7,92,<მარყუj,276,False
ტრონომი,3,7,92,tრონომი,276,False
<კონტრო,3,7,92,<kონtრო,276,False
ლექტორი,3,7,92,ლეktორი,276,False
კეცავს>,3,7,92,kეcავს>,276,False
<თავდებ,3,7,92,<tავდებ,276,False
<პროპორ,3,7,92,<pროpორ,276,False
ნალიზაც,2,7,138,ნალიზაc,276,False
ეტიანი>,2,7,138,ეtიანი>,276,False
ასაწყობ,2,7,138,ასაcყობ,276,False
ასწავლე,2,7,138,ასcავლე,276,False
ტყობინე,2,7,138,tყობინე,276,False
<ექსტრა,2,7,137,<ეkსtრა,274,False
<თანამი,2,7,137,<tანამი,274,False
თავშესა,2,7,137,tავშესა,274,False
<დატბორ,3,7,91,<დაtბორ,273,False
დაწინაუ,3,7,91,დაcინაუ,273,False
<დაწინა,3,7,91,<დაcინა,273,False
დიპლომა,3,7,91,დიpლომა,273,False
სუნთქვა,3,7,91,სუნtkვა,273,False
ენერგია,3,7,91,ენერგია,273,False
<პროფილ,3,7,91,<pროpილ,273,False
თლებული,3,7,91,tლებული,273,False
<დანაწი,3,7,91,<დანაcი,273,False
მოკლება,3,7,91,მოkლება,273,False
ზამთრებ,3,7,91,ზამtრებ,273,False
მკეთებე,3,7,91,მkეtებე,273,False
<გაუბედ,3,7,91,<გაუბედ,273,False
ალმაცერ,3,7,91,ალმაcერ,273,False
ორტირებ,3,7,91,ორtირებ,273,False
გვაროვა,3,7,91,გვაროვა,273,False
მტერება,4,7,68,მtერება,272,False
ატარება,2,7,136,აtარება,272,False
<მორთულ,2,7,136,<მორtულ,272,False
ღმართი>,3,7,90,გმარtი>,270,False
ინტეგრა,3,7,90,ინtეგრა,270,False
სუხისმგ,3,7,90,სუხისმგ,270,False
უხისმგე,3,7,90,უხისმგე,270,False
ხისმგებ,3,7,90,ხისმგებ,270,False
ექტორულ,3,7,90,ეktორულ,270,False
კვლელობ,3,7,90,kვლელობ,270,False
მკვლელო,3,7,90,მkვლელო,270,False
აქმურობ,3,7,90,აkმურობ,270,False
საქმურო,3,7,90,საkმურო,270,False
კვრელი>,3,7,90,kვრელი>,270,False
<აბსტრა,3,7,90,<აბსtრა,270,False
პორტირე,3,7,90,pორtირე,270,False
აჯილდოე,3,7,90,აjილდოე,270,False
<მოწყალ,3,7,90,<მოcყალ,270,False
მარცვლე,3,7,90,მარcვლე,270,False
ტვრევს>,3,7,90,tვრევს>,270,False
მტვრევს,3,7,90,მtვრევს,270,False
ასტრონო,3,7,90,ასtრონო,270,False
სტრონომ,3,7,90,სtრონომ,270,False
ონტროლი,3,7,90,ონtროლი,270,False
კრიალებ,2,7,135,kრიალებ,270,False
ნიკოსი>,2,7,135,ნიkოსი>,270,False
პარაკობ,2,7,135,pარაkობ,270,False
<ჩამოთვ,4,7,67,<ჩამოtვ,268,False
ანგავს>,4,7,67,ანგავს>,268,False
ინდუქცი,2,7,134,ინდუkcი,268,False
<თავშეს,2,7,134,<tავშეს,268,False
ლგატეხი,3,7,89,ლგაtეხი,267,False
უნთქვა>,3,7,89,უნtkვა>,267,False
განხორც,3,7,89,განხორc,267,False
ატარებლ,3,7,89,აtარებლ,267,False
<გამოქვ,3,7,89,<გამოkვ,267,True
ეტიკული,3,7,89,ეtიkული,267,False
ადგილმდ,3,7,89,ადგილმდ,267,False
გილმდებ,3,7,89,გილმდებ,267,False
დგილმდე,3,7,89,დგილმდე,267,False
სფორმატ,3,7,89,სpორმაt,267,False
რტყელებ,3,7,89,რtყელებ,267,False
<შეთქმუ,3,7,89,<შეtkმუ,267,False
პროექტი,3,7,89,pროეktი,267,False
ნატორი>,2,7,133,ნაtორი>,266,False
ენტიანი,2,7,133,ენtიანი,266,False
გაფუჭებ,2,7,133,გაpუჭებ,266,False
არისკაც,2,7,133,არისkაc,266,False
მინაცია,4,7,66,მინაcია,264,False
რეკილებ,3,7,88,რეkილებ,264,False
დაწესებ,3,7,88,დაcესებ,264,False
<დაწესე,3,7,88,<დაcესე,264,False
კირება>,3,7,88,kირება>,264,False
<გადაწე,3,7,88,<გადაcე,264,True
დაკიდებ,3,7,88,დაkიდებ,264,False
რთმევს>,3,7,88,რtმევს>,264,False
ანგელოზ,3,7,88,ანგელოზ,264,False
მართლია,3,7,88,მარtლია,264,False
<განაწი,3,7,88,<განაcი,264,False
უქტორი>,3,7,88,უktორი>,264,False
ილატორი,3,7,88,ილაtორი,264,False
პკურება,3,7,88,pkურება,264,False
<არეკვლ,3,7,88,<არეkვლ,264,False
ცენტრებ,2,7,132,cენtრებ,264,False
<გარემო,2,7,132,<გარემო,264,False
რიტული>,2,7,132,რიtული>,264,False
დიალექტ,2,7,132,დიალეkt,264,False
მოღება>,2,7,132,მოგება>,264,False
ასატანი,2,7,132,ასაtანი,264,False
